A		DEER C
B		SMARTSVILLE CA
C		FLOW-UNREG
E		
F		CALC-NONEG
Units		CFS
Type		PER-AVER
2389	15Apr2012	320
2390	16Apr2012	246
2391	17Apr2012	210
2392	18Apr2012	187
2393	19Apr2012	167
2394	20Apr2012	152
2395	21Apr2012	130
2396	22Apr2012	135
2397	23Apr2012	120
2398	24Apr2012	123
2399	25Apr2012	116
2400	26Apr2012	258
2401	27Apr2012	205
2402	28Apr2012	173
2403	29Apr2012	150
2404	30Apr2012	132
2405	01May2012	123
2406	02May2012	110
2407	03May2012	102
2408	04May2012	99
2409	05May2012	97
2410	06May2012	93
2411	07May2012	38
2412	08May2012	30
2413	09May2012	63
2414	10May2012	78
2415	11May2012	56
2416	12May2012	46
2417	13May2012	46
2418	14May2012	38
2419	15May2012	39
2420	16May2012	35
2421	17May2012	36
2422	18May2012	31
2423	19May2012	38
2424	20May2012	42
2425	21May2012	29
2426	22May2012	20
2427	23May2012	17
2428	24May2012	13
2429	25May2012	40
2430	26May2012	27
2431	27May2012	28
2432	28May2012	23
2433	29May2012	6
2434	30May2012	4
2435	31May2012	3
2436	01Jun2012	0
2437	02Jun2012	4
2438	03Jun2012	84
2439	04Jun2012	0
2440	05Jun2012	12
2441	06Jun2012	41
2442	07Jun2012	23
2443	08Jun2012	3
2444	09Jun2012	0
2445	10Jun2012	0
2446	11Jun2012	0
2447	12Jun2012	0
2448	13Jun2012	0
2449	14Jun2012	0
2450	15Jun2012	0
2451	16Jun2012	0
2452	17Jun2012	0
2453	18Jun2012	0
2454	19Jun2012	0
2455	20Jun2012	0
2456	21Jun2012	0
2457	22Jun2012	0
2458	23Jun2012	0
2459	24Jun2012	0
2460	25Jun2012	0
2461	26Jun2012	0
2462	27Jun2012	0
2463	28Jun2012	0
2464	29Jun2012	0
2465	30Jun2012	0
2466	01Jul2012	0
2467	02Jul2012	0
2468	03Jul2012	0
2469	04Jul2012	0
2470	05Jul2012	0
2471	06Jul2012	0
2472	07Jul2012	0
2473	08Jul2012	0
2474	09Jul2012	0
2475	10Jul2012	0
2476	11Jul2012	0
2477	12Jul2012	0
2478	13Jul2012	0
2479	14Jul2012	0
2480	15Jul2012	0
2481	16Jul2012	0
2482	17Jul2012	0
2483	18Jul2012	0
2484	19Jul2012	0
2485	20Jul2012	0
2486	21Jul2012	0
2487	22Jul2012	0
2488	23Jul2012	0
2489	24Jul2012	0
2490	25Jul2012	0
2491	26Jul2012	0
2492	27Jul2012	0
2493	28Jul2012	0
2494	29Jul2012	0
2495	30Jul2012	0
2496	31Jul2012	0
2497	01Aug2012	0
2498	02Aug2012	0
2499	03Aug2012	0
2500	04Aug2012	0
2501	05Aug2012	0
2502	06Aug2012	0
2503	07Aug2012	0
2504	08Aug2012	0
2505	09Aug2012	0
2506	10Aug2012	0
2507	11Aug2012	0
2508	12Aug2012	0
2509	13Aug2012	0
2510	14Aug2012	0
2511	15Aug2012	0
2512	16Aug2012	0
2513	17Aug2012	0
2514	18Aug2012	0
2515	19Aug2012	0
2516	20Aug2012	0
2517	21Aug2012	0
2518	22Aug2012	0
2519	23Aug2012	0
2520	24Aug2012	0
2521	25Aug2012	0
2522	26Aug2012	0
2523	27Aug2012	0
2524	28Aug2012	0
2525	29Aug2012	0
2526	30Aug2012	0
2527	31Aug2012	0
2528	01Sep2012	0
2529	02Sep2012	0
2530	03Sep2012	0
2531	04Sep2012	0
2532	05Sep2012	0
2533	06Sep2012	0
2534	07Sep2012	0
2535	08Sep2012	0
2536	09Sep2012	0
2537	10Sep2012	0
2538	11Sep2012	0
2539	12Sep2012	0
2540	13Sep2012	0
2541	14Sep2012	0
2542	15Sep2012	0
2543	16Sep2012	0
2544	17Sep2012	0
2545	18Sep2012	0
2546	19Sep2012	0
2547	20Sep2012	0
2548	21Sep2012	0
2549	22Sep2012	0
2550	23Sep2012	0
2551	24Sep2012	0
2552	25Sep2012	0
2553	26Sep2012	0
2554	27Sep2012	0
2555	28Sep2012	0
2556	29Sep2012	0
2557	30Sep2012	0
2558	01Oct2012	0
2559	02Oct2012	0
2560	03Oct2012	0
2561	04Oct2012	0
2562	05Oct2012	0
2563	06Oct2012	0
2564	07Oct2012	0
2565	08Oct2012	0
2566	09Oct2012	0
2567	10Oct2012	0
2568	11Oct2012	0
2569	12Oct2012	0
2570	13Oct2012	0
2571	14Oct2012	2
2572	15Oct2012	0
2573	16Oct2012	7
2574	17Oct2012	17
2575	18Oct2012	21
2576	19Oct2012	16
2577	20Oct2012	3
2578	21Oct2012	116
2579	22Oct2012	40
2580	23Oct2012	75
2581	24Oct2012	55
2582	25Oct2012	41
2583	26Oct2012	36
2584	27Oct2012	34
2585	28Oct2012	38
2586	29Oct2012	32
2587	30Oct2012	47
2588	31Oct2012	64
2589	01Nov2012	59
2590	02Nov2012	41
2591	03Nov2012	36
2592	04Nov2012	30
2593	05Nov2012	29
2594	06Nov2012	29
2595	07Nov2012	36
2596	08Nov2012	22
2597	09Nov2012	25
2598	10Nov2012	18
2599	11Nov2012	21
2600	12Nov2012	20
2601	13Nov2012	20
2602	14Nov2012	23
2603	15Nov2012	32
2604	16Nov2012	145
2605	17Nov2012	163
2606	18Nov2012	286
2607	19Nov2012	95
2608	20Nov2012	159
2609	21Nov2012	319
2610	22Nov2012	104
2611	23Nov2012	56
2612	24Nov2012	41
2613	25Nov2012	33
2614	26Nov2012	31
2615	27Nov2012	69
2616	28Nov2012	116
2617	29Nov2012	684
2618	30Nov2012	2529
2619	01Dec2012	1948
2620	02Dec2012	3628
2621	03Dec2012	556
2622	04Dec2012	411
2623	05Dec2012	713
2624	06Dec2012	352
2625	07Dec2012	222
2626	08Dec2012	151
2627	09Dec2012	137
2628	10Dec2012	125
2629	11Dec2012	103
2630	12Dec2012	102
2631	13Dec2012	90
2632	14Dec2012	84
2633	15Dec2012	98
2634	16Dec2012	254
2635	17Dec2012	412
2636	18Dec2012	230
2637	19Dec2012	148
2638	20Dec2012	155
2639	21Dec2012	248
2640	22Dec2012	1441
2641	23Dec2012	1812
2642	24Dec2012	789
2643	25Dec2012	612
2644	26Dec2012	1197
2645	27Dec2012	347
2646	28Dec2012	273
2647	29Dec2012	236
2648	30Dec2012	203
2649	31Dec2012	183
2650	01Jan2013	181
2651	02Jan2013	148
2652	03Jan2013	118
2653	04Jan2013	105
2654	05Jan2013	104
2655	06Jan2013	108
2656	07Jan2013	103
2657	08Jan2013	123
2658	09Jan2013	87
2659	10Jan2013	112
2660	11Jan2013	115
2661	12Jan2013	98
2662	13Jan2013	78
2663	14Jan2013	79
2664	15Jan2013	66
2665	16Jan2013	73
2666	17Jan2013	82
2667	18Jan2013	74
2668	19Jan2013	71
2669	20Jan2013	66
2670	21Jan2013	54
2671	22Jan2013	61
2672	23Jan2013	72
2673	24Jan2013	96
2674	25Jan2013	96
2675	26Jan2013	131
2676	27Jan2013	73
2677	28Jan2013	63
2678	29Jan2013	109
2679	30Jan2013	109
2680	31Jan2013	95
2681	01Feb2013	67
2682	02Feb2013	80
2683	03Feb2013	82
2684	04Feb2013	82
2685	05Feb2013	80
2686	06Feb2013	95
2687	07Feb2013	84
2688	08Feb2013	89
2689	09Feb2013	87
2690	10Feb2013	80
2691	11Feb2013	68
2692	12Feb2013	68
2693	13Feb2013	60
2694	14Feb2013	55
2695	15Feb2013	38
2696	16Feb2013	23
2697	17Feb2013	17
2698	18Feb2013	84
2699	19Feb2013	50
2700	20Feb2013	29
2701	21Feb2013	39
2702	22Feb2013	46
2703	23Feb2013	33
2704	24Feb2013	56
2705	25Feb2013	84
2706	26Feb2013	77
2707	27Feb2013	63
2708	28Feb2013	59
2709	01Mar2013	48
2710	02Mar2013	37
2711	03Mar2013	33
2712	04Mar2013	32
2713	05Mar2013	78
2714	06Mar2013	96
2715	07Mar2013	86
2716	08Mar2013	81
2717	09Mar2013	81
2718	10Mar2013	100
2719	11Mar2013	84
2720	12Mar2013	63
2721	13Mar2013	24
2722	14Mar2013	25
2723	15Mar2013	39
2724	16Mar2013	43
2725	17Mar2013	46
2726	18Mar2013	46
2727	19Mar2013	47
2728	20Mar2013	116
2729	21Mar2013	150
2730	22Mar2013	94
2731	23Mar2013	69
2732	24Mar2013	52
2733	25Mar2013	37
2734	26Mar2013	28
2735	27Mar2013	25
2736	28Mar2013	20
2737	29Mar2013	19
2738	30Mar2013	18
2739	31Mar2013	38
2740	01Apr2013	51
2741	02Apr2013	35
2742	03Apr2013	28
2743	04Apr2013	33
2744	05Apr2013	50
2745	06Apr2013	34
2746	07Apr2013	32
2747	08Apr2013	23
2748	09Apr2013	19
2749	10Apr2013	14
2750	11Apr2013	0
2751	12Apr2013	6
2752	13Apr2013	25
2753	14Apr2013	23
2754	15Apr2013	23
2755	16Apr2013	14
2756	17Apr2013	22
2757	18Apr2013	11
2758	19Apr2013	18
2759	20Apr2013	17
2760	21Apr2013	24
2761	22Apr2013	0
2762	23Apr2013	0
2763	24Apr2013	0
2764	25Apr2013	0
2765	26Apr2013	0
2766	27Apr2013	0
2767	28Apr2013	0
2768	29Apr2013	0
2769	30Apr2013	0
2770	01May2013	0
2771	02May2013	0
2772	03May2013	0
2773	04May2013	0
2774	05May2013	3
2775	06May2013	0
2776	07May2013	5
2777	08May2013	0
2778	09May2013	0
2779	10May2013	0
2780	11May2013	0
2781	12May2013	0
2782	13May2013	0
2783	14May2013	0
2784	15May2013	0
2785	16May2013	0
2786	17May2013	0
2787	18May2013	0
2788	19May2013	0
2789	20May2013	0
2790	21May2013	0
2791	22May2013	0
2792	23May2013	0
2793	24May2013	0
2794	25May2013	0
2795	26May2013	0
2796	27May2013	0
2797	28May2013	0
2798	29May2013	0
2799	30May2013	0
2800	31May2013	0
2801	01Jun2013	0
2802	02Jun2013	0
2803	03Jun2013	0
2804	04Jun2013	0
2805	05Jun2013	0
2806	06Jun2013	0
2807	07Jun2013	0
2808	08Jun2013	0
2809	09Jun2013	0
2810	10Jun2013	0
2811	11Jun2013	0
2812	12Jun2013	0
2813	13Jun2013	0
2814	14Jun2013	0
2815	15Jun2013	0
2816	16Jun2013	0
2817	17Jun2013	0
2818	18Jun2013	0
2819	19Jun2013	0
2820	20Jun2013	0
2821	21Jun2013	0
2822	22Jun2013	0
2823	23Jun2013	0
2824	24Jun2013	37
2825	25Jun2013	12
2826	26Jun2013	0
2827	27Jun2013	0
2828	28Jun2013	0
2829	29Jun2013	0
2830	30Jun2013	0
2831	01Jul2013	0
2832	02Jul2013	0
2833	03Jul2013	0
2834	04Jul2013	0
2835	05Jul2013	0
2836	06Jul2013	0
2837	07Jul2013	0
2838	08Jul2013	0
2839	09Jul2013	0
2840	10Jul2013	0
2841	11Jul2013	0
2842	12Jul2013	0
2843	13Jul2013	0
2844	14Jul2013	0
2845	15Jul2013	0
2846	16Jul2013	0
2847	17Jul2013	0
2848	18Jul2013	0
2849	19Jul2013	0
2850	20Jul2013	0
2851	21Jul2013	0
2852	22Jul2013	0
2853	23Jul2013	0
2854	24Jul2013	0
2855	25Jul2013	0
2856	26Jul2013	0
2857	27Jul2013	0
2858	28Jul2013	0
2859	29Jul2013	0
2860	30Jul2013	0
2861	31Jul2013	0
2862	01Aug2013	0
2863	02Aug2013	0
2864	03Aug2013	0
2865	04Aug2013	0
2866	05Aug2013	0
2867	06Aug2013	0
2868	07Aug2013	0
2869	08Aug2013	0
2870	09Aug2013	0
2871	10Aug2013	0
2872	11Aug2013	0
2873	12Aug2013	0
2874	13Aug2013	0
2875	14Aug2013	0
2876	15Aug2013	0
2877	16Aug2013	0
2878	17Aug2013	0
2879	18Aug2013	0
2880	19Aug2013	0
2881	20Aug2013	0
2882	21Aug2013	0
2883	22Aug2013	0
2884	23Aug2013	0
2885	24Aug2013	0
2886	25Aug2013	0
2887	26Aug2013	0
2888	27Aug2013	0
2889	28Aug2013	0
2890	29Aug2013	0
2891	30Aug2013	0
2892	31Aug2013	0
2893	01Sep2013	0
2894	02Sep2013	0
2895	03Sep2013	0
2896	04Sep2013	0
2897	05Sep2013	0
2898	06Sep2013	0
2899	07Sep2013	0
2900	08Sep2013	0
2901	09Sep2013	0
2902	10Sep2013	0
2903	11Sep2013	0
2904	12Sep2013	0
2905	13Sep2013	0
2906	14Sep2013	0
2907	15Sep2013	0
2908	16Sep2013	0
2909	17Sep2013	0
2910	18Sep2013	0
2911	19Sep2013	0
2912	20Sep2013	0
2913	21Sep2013	0
2914	22Sep2013	0
2915	23Sep2013	0
2916	24Sep2013	0
2917	25Sep2013	0
2918	26Sep2013	0
2919	27Sep2013	0
2920	28Sep2013	0
2921	29Sep2013	0
2922	30Sep2013	0
2923	01Oct2013	0
2924	02Oct2013	0
2925	03Oct2013	0
2926	04Oct2013	0
2927	05Oct2013	0
2928	06Oct2013	0
2929	07Oct2013	0
2930	08Oct2013	0
2931	09Oct2013	0
2932	10Oct2013	0
2933	11Oct2013	0
2934	12Oct2013	0
2935	13Oct2013	7
2936	14Oct2013	26
2937	15Oct2013	33
2938	16Oct2013	33
2939	17Oct2013	32
2940	18Oct2013	33
2941	19Oct2013	24
2942	20Oct2013	28
2943	21Oct2013	25
2944	22Oct2013	28
2945	23Oct2013	26
2946	24Oct2013	25
2947	25Oct2013	26
2948	26Oct2013	35
2949	27Oct2013	29
2950	28Oct2013	76
2951	29Oct2013	259
2952	30Oct2013	305
2953	31Oct2013	319
2954	01Nov2013	292
2955	02Nov2013	234
2956	03Nov2013	139
2957	04Nov2013	33
2958	05Nov2013	23
2959	06Nov2013	26
2960	07Nov2013	14
2961	08Nov2013	2
2962	09Nov2013	0
2963	10Nov2013	0
2964	11Nov2013	0
2965	12Nov2013	0
2966	13Nov2013	0
2967	14Nov2013	0
2968	15Nov2013	0
2969	16Nov2013	0
2970	17Nov2013	10
2971	18Nov2013	44
2972	19Nov2013	61
2973	20Nov2013	23
2974	21Nov2013	0
2975	22Nov2013	0
2976	23Nov2013	0
2977	24Nov2013	0
2978	25Nov2013	0
2979	26Nov2013	0
2980	27Nov2013	0
2981	28Nov2013	0
2982	29Nov2013	0
2983	30Nov2013	0
2984	01Dec2013	0
2985	02Dec2013	0
2986	03Dec2013	0
2987	04Dec2013	0
2988	05Dec2013	0
2989	06Dec2013	0
2990	07Dec2013	0
2991	08Dec2013	0
2992	09Dec2013	0
2993	10Dec2013	0
2994	11Dec2013	0
2995	12Dec2013	0
2996	13Dec2013	0
2997	14Dec2013	0
2998	15Dec2013	0
2999	16Dec2013	0
3000	17Dec2013	0
3001	18Dec2013	0
3002	19Dec2013	0
3003	20Dec2013	7
3004	21Dec2013	18
3005	22Dec2013	23
3006	23Dec2013	20
3007	24Dec2013	14
3008	25Dec2013	19
3009	26Dec2013	22
3010	27Dec2013	11
3011	28Dec2013	22
3012	29Dec2013	19
3013	30Dec2013	16
3014	31Dec2013	16
3015	01Jan2014	13
3016	02Jan2014	16
3017	03Jan2014	18
3018	04Jan2014	14
3019	05Jan2014	18
3020	06Jan2014	18
3021	07Jan2014	21
3022	08Jan2014	13
3023	09Jan2014	18
3024	10Jan2014	32
3025	11Jan2014	21
3026	12Jan2014	22
3027	13Jan2014	11
3028	14Jan2014	24
3029	15Jan2014	18
3030	16Jan2014	18
3031	17Jan2014	16
3032	18Jan2014	13
3033	19Jan2014	13
3034	20Jan2014	21
3035	21Jan2014	18
3036	22Jan2014	7
3037	23Jan2014	21
3038	24Jan2014	18
3039	25Jan2014	23
3040	26Jan2014	18
3041	27Jan2014	20
3042	28Jan2014	54
3043	29Jan2014	28
3044	30Jan2014	27
3045	31Jan2014	22
3046	01Feb2014	19
3047	02Feb2014	19
3048	03Feb2014	14
3049	04Feb2014	28
3050	05Feb2014	35
3051	06Feb2014	115
3052	07Feb2014	361
3053	08Feb2014	797
3054	09Feb2014	1373
3055	10Feb2014	602
3056	11Feb2014	175
3057	12Feb2014	92
3058	13Feb2014	76
3059	14Feb2014	94
3060	15Feb2014	85
3061	16Feb2014	80
3062	17Feb2014	79
3063	18Feb2014	69
3064	19Feb2014	53
3065	20Feb2014	59
3066	21Feb2014	58
3067	22Feb2014	54
3068	23Feb2014	50
3069	24Feb2014	45
3070	25Feb2014	77
3071	26Feb2014	121
3072	27Feb2014	227
3073	28Feb2014	789
3074	01Mar2014	616
3075	02Mar2014	238
3076	03Mar2014	275
3077	04Mar2014	495
3078	05Mar2014	289
3079	06Mar2014	838
3080	07Mar2014	224
3081	08Mar2014	151
3082	09Mar2014	145
3083	10Mar2014	159
3084	11Mar2014	115
3085	12Mar2014	101
3086	13Mar2014	90
3087	14Mar2014	86
3088	15Mar2014	74
3089	16Mar2014	35
3090	17Mar2014	29
3091	18Mar2014	17
3092	19Mar2014	12
3093	20Mar2014	8
3094	21Mar2014	4
3095	22Mar2014	5
3096	23Mar2014	4
3097	24Mar2014	14
3098	25Mar2014	63
3099	26Mar2014	51
3100	27Mar2014	42
3101	28Mar2014	202
3102	29Mar2014	408
3103	30Mar2014	430
3104	31Mar2014	210
3105	01Apr2014	377
3106	02Apr2014	258
3107	03Apr2014	144
3108	04Apr2014	108
3109	05Apr2014	79
3110	06Apr2014	74
3111	07Apr2014	64
3112	08Apr2014	44
3113	09Apr2014	48
3114	10Apr2014	41
3115	11Apr2014	46
3116	12Apr2014	20
3117	13Apr2014	19
3118	14Apr2014	38
3119	15Apr2014	32
3120	16Apr2014	28
3121	17Apr2014	18
3122	18Apr2014	2
3123	19Apr2014	7
3124	20Apr2014	11
3125	21Apr2014	7
3126	22Apr2014	0
3127	23Apr2014	17
3128	24Apr2014	82
3129	25Apr2014	55
3130	26Apr2014	54
3131	27Apr2014	16
3132	28Apr2014	16
3133	29Apr2014	20
3134	30Apr2014	20
3135	01May2014	3
3136	02May2014	5
3137	03May2014	0
3138	04May2014	13
3139	05May2014	2
3140	06May2014	6
3141	07May2014	19
3142	08May2014	17
3143	09May2014	6
3144	10May2014	0
3145	11May2014	0
3146	12May2014	0
3147	13May2014	0
3148	14May2014	0
3149	15May2014	0
3150	16May2014	0
3151	17May2014	0
3152	18May2014	0
3153	19May2014	0
3154	20May2014	0
3155	21May2014	0
3156	22May2014	0
3157	23May2014	0
3158	24May2014	0
3159	25May2014	0
3160	26May2014	0
3161	27May2014	0
3162	28May2014	0
3163	29May2014	0
3164	30May2014	0
3165	31May2014	0
3166	01Jun2014	0
3167	02Jun2014	0
3168	03Jun2014	0
3169	04Jun2014	0
3170	05Jun2014	0
3171	06Jun2014	0
3172	07Jun2014	0
3173	08Jun2014	0
3174	09Jun2014	0
3175	10Jun2014	0
3176	11Jun2014	0
3177	12Jun2014	0
3178	13Jun2014	0
3179	14Jun2014	0
3180	15Jun2014	0
3181	16Jun2014	0
3182	17Jun2014	0
3183	18Jun2014	0
3184	19Jun2014	0
3185	20Jun2014	0
3186	21Jun2014	0
3187	22Jun2014	0
3188	23Jun2014	0
3189	24Jun2014	0
3190	25Jun2014	0
3191	26Jun2014	0
3192	27Jun2014	0
3193	28Jun2014	0
3194	29Jun2014	0
3195	30Jun2014	0
3196	01Jul2014	0
3197	02Jul2014	0
3198	03Jul2014	0
3199	04Jul2014	0
3200	05Jul2014	0
3201	06Jul2014	0
3202	07Jul2014	0
3203	08Jul2014	0
3204	09Jul2014	0
3205	10Jul2014	0
3206	11Jul2014	0
3207	12Jul2014	0
3208	13Jul2014	0
3209	14Jul2014	0
3210	15Jul2014	0
3211	16Jul2014	0
3212	17Jul2014	0
3213	18Jul2014	0
3214	19Jul2014	0
3215	20Jul2014	0
3216	21Jul2014	0
3217	22Jul2014	0
3218	23Jul2014	0
3219	24Jul2014	0
3220	25Jul2014	0
3221	26Jul2014	0
3222	27Jul2014	0
3223	28Jul2014	0
3224	29Jul2014	0
3225	30Jul2014	0
3226	31Jul2014	0
3227	01Aug2014	0
3228	02Aug2014	0
3229	03Aug2014	0
3230	04Aug2014	0
3231	05Aug2014	0
3232	06Aug2014	0
3233	07Aug2014	0
3234	08Aug2014	0
3235	09Aug2014	0
3236	10Aug2014	0
3237	11Aug2014	0
3238	12Aug2014	0
3239	13Aug2014	0
3240	14Aug2014	0
3241	15Aug2014	0
3242	16Aug2014	0
3243	17Aug2014	0
3244	18Aug2014	0
3245	19Aug2014	0
3246	20Aug2014	0
3247	21Aug2014	0
3248	22Aug2014	0
3249	23Aug2014	0
3250	24Aug2014	0
3251	25Aug2014	0
3252	26Aug2014	0
3253	27Aug2014	0
3254	28Aug2014	0
3255	29Aug2014	0
3256	30Aug2014	0
3257	31Aug2014	0
3258	01Sep2014	0
3259	02Sep2014	0
3260	03Sep2014	0
3261	04Sep2014	0
3262	05Sep2014	0
3263	06Sep2014	0
3264	07Sep2014	0
3265	08Sep2014	0
3266	09Sep2014	0
3267	10Sep2014	0
3268	11Sep2014	0
3269	12Sep2014	0
3270	13Sep2014	0
3271	14Sep2014	0
3272	15Sep2014	0
3273	16Sep2014	0
3274	17Sep2014	0
3275	18Sep2014	0
3276	19Sep2014	0
3277	20Sep2014	0
3278	21Sep2014	0
3279	22Sep2014	0
3280	23Sep2014	0
3281	24Sep2014	0
3282	25Sep2014	0
3283	26Sep2014	0
3284	27Sep2014	0
3285	28Sep2014	0
3286	29Sep2014	0
3287	30Sep2014	0
3288	01Oct2014	0
3289	02Oct2014	0
3290	03Oct2014	0
3291	04Oct2014	0
3292	05Oct2014	0
3293	06Oct2014	0
3294	07Oct2014	0
3295	08Oct2014	0
3296	09Oct2014	0
3297	10Oct2014	0
3298	11Oct2014	0
3299	12Oct2014	0
3300	13Oct2014	0
3301	14Oct2014	41
3302	15Oct2014	34
3303	16Oct2014	33
3304	17Oct2014	29
3305	18Oct2014	27
3306	19Oct2014	33
3307	20Oct2014	27
3308	21Oct2014	30
3309	22Oct2014	27
3310	23Oct2014	24
3311	24Oct2014	56
3312	25Oct2014	7
3313	26Oct2014	9
3314	27Oct2014	11
3315	28Oct2014	0
3316	29Oct2014	0
3317	30Oct2014	9
3318	31Oct2014	11
3319	01Nov2014	16
3320	02Nov2014	3
3321	03Nov2014	0
3322	04Nov2014	0
3323	05Nov2014	0
3324	06Nov2014	0
3325	07Nov2014	0
3326	08Nov2014	0
3327	09Nov2014	0
3328	10Nov2014	0
3329	11Nov2014	0
3330	12Nov2014	0
3331	13Nov2014	0
3332	14Nov2014	0
3333	15Nov2014	0
3334	16Nov2014	0
3335	17Nov2014	0
3336	18Nov2014	19
3337	19Nov2014	19
3338	20Nov2014	18
3339	21Nov2014	59
3340	22Nov2014	38
3341	23Nov2014	33
3342	24Nov2014	26
3343	25Nov2014	24
3344	26Nov2014	23
3345	27Nov2014	22
3346	28Nov2014	71
3347	29Nov2014	96
3348	30Nov2014	90
3349	01Dec2014	66
3350	02Dec2014	178
3351	03Dec2014	1002
3352	04Dec2014	512
3353	05Dec2014	185
3354	06Dec2014	151
3355	07Dec2014	97
3356	08Dec2014	61
3357	09Dec2014	51
3358	10Dec2014	160
3359	11Dec2014	1039
3360	12Dec2014	1509
3361	13Dec2014	245
3362	14Dec2014	128
3363	15Dec2014	225
3364	16Dec2014	394
3365	17Dec2014	353
3366	18Dec2014	302
3367	19Dec2014	418
3368	20Dec2014	353
3369	21Dec2014	218
3370	22Dec2014	145
3371	23Dec2014	128
3372	24Dec2014	103
3373	25Dec2014	94
3374	26Dec2014	84
3375	27Dec2014	75
3376	28Dec2014	69
3377	29Dec2014	55
3378	30Dec2014	61
3379	31Dec2014	43
3380	01Jan2015	63
3381	02Jan2015	48
3382	03Jan2015	47
3383	04Jan2015	49
3384	05Jan2015	46
3385	06Jan2015	45
3386	07Jan2015	45
3387	08Jan2015	42
3388	09Jan2015	44
3389	10Jan2015	41
3390	11Jan2015	40
3391	12Jan2015	40
3392	13Jan2015	42
3393	14Jan2015	38
3394	15Jan2015	38
3395	16Jan2015	39
3396	17Jan2015	39
3397	18Jan2015	35
3398	19Jan2015	34
3399	20Jan2015	35
3400	21Jan2015	34
3401	22Jan2015	33
3402	23Jan2015	28
3403	24Jan2015	36
3404	25Jan2015	34
3405	26Jan2015	35
3406	27Jan2015	35
3407	28Jan2015	32
3408	29Jan2015	30
3409	30Jan2015	32
3410	31Jan2015	29
3411	01Feb2015	28
3412	02Feb2015	29
3413	03Feb2015	24
3414	04Feb2015	31
3415	05Feb2015	135
3416	06Feb2015	119
3417	07Feb2015	376
3418	08Feb2015	531
3419	09Feb2015	529
3420	10Feb2015	217
3421	11Feb2015	128
3422	12Feb2015	96
3423	13Feb2015	84
3424	14Feb2015	73
3425	15Feb2015	67
3426	16Feb2015	61
3427	17Feb2015	61
3428	18Feb2015	57
3429	19Feb2015	63
3430	20Feb2015	62
3431	21Feb2015	51
3432	22Feb2015	57
3433	23Feb2015	57
3434	24Feb2015	49
3435	25Feb2015	42
3436	26Feb2015	50
3437	27Feb2015	63
3438	28Feb2015	64
3439	01Mar2015	66
3440	02Mar2015	56
3441	03Mar2015	54
3442	04Mar2015	53
3443	05Mar2015	51
3444	06Mar2015	51
3445	07Mar2015	43
3446	08Mar2015	43
3447	09Mar2015	43
3448	10Mar2015	55
3449	11Mar2015	49
3450	12Mar2015	44
3451	13Mar2015	43
3452	14Mar2015	37
3453	15Mar2015	36
3454	16Mar2015	25
3455	17Mar2015	32
3456	18Mar2015	26
3457	19Mar2015	25
3458	20Mar2015	27
3459	21Mar2015	27
3460	22Mar2015	3
3461	23Mar2015	0
3462	24Mar2015	0
3463	25Mar2015	0
3464	26Mar2015	0
3465	27Mar2015	0
3466	28Mar2015	0
3467	29Mar2015	0
3468	30Mar2015	0
3469	31Mar2015	0
3470	01Apr2015	0
3471	02Apr2015	0
3472	03Apr2015	0
3473	04Apr2015	0
3474	05Apr2015	0
3475	06Apr2015	14
3476	07Apr2015	1
3477	08Apr2015	0
3478	09Apr2015	0
3479	10Apr2015	0
3480	11Apr2015	0
3481	12Apr2015	0
3482	13Apr2015	0
3483	14Apr2015	0
3484	15Apr2015	0
3485	16Apr2015	0
3486	17Apr2015	0
3487	18Apr2015	0
3488	19Apr2015	0
3489	20Apr2015	0
3490	21Apr2015	0
3491	22Apr2015	0
3492	23Apr2015	5
3493	24Apr2015	23
3494	25Apr2015	30
3495	26Apr2015	14
3496	27Apr2015	14
3497	28Apr2015	4
3498	29Apr2015	0
3499	30Apr2015	0
3500	01May2015	0
3501	02May2015	0
3502	03May2015	0
3503	04May2015	0
3504	05May2015	0
3505	06May2015	0
3506	07May2015	0
3507	08May2015	0
3508	09May2015	0
3509	10May2015	0
3510	11May2015	0
3511	12May2015	0
3512	13May2015	0
3513	14May2015	0
3514	15May2015	0
3515	16May2015	0
3516	17May2015	0
3517	18May2015	0
3518	19May2015	0
3519	20May2015	0
3520	21May2015	0
3521	22May2015	0
3522	23May2015	0
3523	24May2015	0
3524	25May2015	0
3525	26May2015	0
3526	27May2015	0
3527	28May2015	0
3528	29May2015	0
3529	30May2015	0
3530	31May2015	0
3531	01Jun2015	0
3532	02Jun2015	0
3533	03Jun2015	0
3534	04Jun2015	0
3535	05Jun2015	0
3536	06Jun2015	0
3537	07Jun2015	0
3538	08Jun2015	0
3539	09Jun2015	0
3540	10Jun2015	0
3541	11Jun2015	0
3542	12Jun2015	0
3543	13Jun2015	0
3544	14Jun2015	0
3545	15Jun2015	0
3546	16Jun2015	0
3547	17Jun2015	0
3548	18Jun2015	0
3549	19Jun2015	0
3550	20Jun2015	0
3551	21Jun2015	0
3552	22Jun2015	0
3553	23Jun2015	0
3554	24Jun2015	0
3555	25Jun2015	0
3556	26Jun2015	0
3557	27Jun2015	0
3558	28Jun2015	0
3559	29Jun2015	0
3560	30Jun2015	0
3561	01Jul2015	0
3562	02Jul2015	0
3563	03Jul2015	0
3564	04Jul2015	0
3565	05Jul2015	0
3566	06Jul2015	0
3567	07Jul2015	0
3568	08Jul2015	0
3569	09Jul2015	0
